,Date,Entry,Side,Take,Stop
511,1731040620000,1.0368,SHORT,1.0305279,1.0399361
512,1731045960000,1.0304,SHORT,1.0239762,1.0336119
513,1731046560000,1.0417,LONG,1.0533423,1.0358788
514,1731052920000,1.0236,SHORT,1.0182253,1.0262874
515,1731073980000,1.0392,LONG,1.0448683,1.0363658
516,1731077220000,1.0353,SHORT,1.0237219,1.0410891
517,1731079440000,1.0401,LONG,1.0544121,1.0329439
518,1731080760000,1.0273,SHORT,1.0167727,1.0325636
519,1731095280000,1.0353,LONG,1.0446292,1.0306354
520,1731097200000,1.03,SHORT,1.0214946,1.0342527
521,1731100560000,1.0197,SHORT,1.0125271,1.0232865
522,1731101760000,1.0292,LONG,1.0365905,1.0255047
523,1731104880000,1.0407,LONG,1.0485379,1.0367811
524,1731109380000,1.0437,LONG,1.0484000,1.0413500
525,1731112380000,1.0403,SHORT,1.0326492,1.0441254
526,1731119580000,1.0282,LONG,1.0387804,1.0229098
527,1731124380000,1.0241,SHORT,1.0169371,1.0276814
528,1731125280000,1.033,LONG,1.0404439,1.0292781
529,1731138660000,1.0592,LONG,1.0662000,1.0557000
530,1731146640000,1.0795,SHORT,1.0715480,1.0834760
531,1731149160000,1.0801,LONG,1.0884579,1.0759211
532,1731154500000,1.0744,SHORT,1.0651327,1.0790337
533,1731158700000,1.0643,SHORT,1.0555726,1.0686637
534,1731160200000,1.0756,LONG,1.0838733,1.0714634
535,1731161520000,1.0659,SHORT,1.0547754,1.0714623
536,1731165600000,1.0758,LONG,1.0871835,1.0701082
537,1731169920000,1.0855,LONG,1.0974589,1.0795206
538,1731171660000,1.0769,SHORT,1.0670805,1.0818097
539,1731174660000,1.0736,LONG,1.0832139,1.0687931
540,1731175980000,1.0768,LONG,1.0862794,1.0720603
541,1731183300000,1.0813,LONG,1.0875138,1.0781931
542,1731185820000,1.0848,LONG,1.0897772,1.0823114
543,1731196920000,1.1004,SHORT,1.0891694,1.1060153
544,1731204360000,1.0869,LONG,1.0944184,1.0831408
545,1731206340000,1.0827,SHORT,1.0747419,1.0866791
546,1731207060000,1.0923,LONG,1.1025037,1.0871982
547,1731211920000,1.0968,LONG,1.1061774,1.0921113
548,1731218040000,1.1095,SHORT,1.0970907,1.1157047
549,1731224760000,1.1039,LONG,1.1122977,1.0997012
550,1731228420000,1.1133,LONG,1.1256710,1.1071145
551,1731242280000,1.1549,LONG,1.1734576,1.1456212
552,1731246720000,1.1585,LONG,1.1710972,1.1522014
553,1731249420000,1.1472,SHORT,1.1244137,1.1585931
554,1731256500000,1.1661,LONG,1.1812852,1.1585074
555,1731261600000,1.1715,SHORT,1.1588948,1.1778026
556,1731265140000,1.1768,SHORT,1.1650106,1.1826947
557,1731278040000,1.1011,SHORT,1.0835648,1.1098676
558,1731284520000,1.1265,LONG,1.1399517,1.1197742
559,1731290940000,1.1466,LONG,1.1598446,1.1399777
560,1731295140000,1.1527,SHORT,1.1390192,1.1595404
561,1731298380000,1.1458,SHORT,1.1370436,1.1501782
562,1731301620000,1.1358,SHORT,1.1294915,1.1389542
563,1731310080000,1.0768,SHORT,1.0633193,1.0835404
564,1731311100000,1.0929,LONG,1.1044207,1.0871396
565,1731316560000,1.1072,LONG,1.1170169,1.1022915
566,1731318300000,1.0958,SHORT,1.0854582,1.1009709
567,1731319080000,1.1095,LONG,1.1195447,1.1044777
568,1731327540000,1.1029,SHORT,1.0912996,1.1087002
569,1731330120000,1.0924,SHORT,1.0821733,1.0975133
570,1731334920000,1.0787,SHORT,1.0652451,1.0854274
571,1731352500000,1.1331,SHORT,1.1205989,1.1393505
572,1731356100000,1.1431,LONG,1.1533462,1.1379769
573,1731365160000,1.1359,LONG,1.1462281,1.1307360
574,1731373020000,1.1704,LONG,1.1873173,1.1619413
575,1731380040000,1.1459,SHORT,1.1190789,1.1593105
576,1731388560000,1.1756,LONG,1.1896803,1.1685598
577,1731393060000,1.1774,SHORT,1.1631539,1.1845230
578,1731402600000,1.2191,SHORT,1.1958012,1.2307494
579,1731410700000,1.1191,LONG,1.1424829,1.1074085
580,1731412380000,1.0993,SHORT,1.0819799,1.1079600
581,1731429660000,1.0733,LONG,1.0924791,1.0637105
582,1731432720000,1.0764,LONG,1.0883788,1.0704106
583,1731434280000,1.066,SHORT,1.0538062,1.0720969
584,1731435300000,1.0804,LONG,1.0910843,1.0750578
585,1731445860000,1.0955,SHORT,1.0846238,1.1009381
586,1731447120000,1.1057,LONG,1.1160266,1.1005367
587,1731453660000,1.1241,SHORT,1.1092860,1.1315070
588,1731459420000,1.1173,SHORT,1.1003815,1.1257593
589,1731464220000,1.0969,SHORT,1.0813328,1.1046836
590,1731466620000,1.0983,LONG,1.1125681,1.0911659
591,1731468240000,1.0807,SHORT,1.0652669,1.0884165
592,1731472140000,1.0676,SHORT,1.0514545,1.0756727
593,1731476820000,1.0439,SHORT,1.0298391,1.0509304
594,1731479220000,1.0351,SHORT,1.0178855,1.0437073
595,1731481860000,1.0471,LONG,1.0656514,1.0378243
596,1731491400000,1.0523,LONG,1.0655116,1.0456942
597,1731492360000,1.0355,SHORT,1.0232656,1.0416172
598,1731493860000,1.0511,LONG,1.0618761,1.0457120
599,1731495060000,1.0516,LONG,1.0648294,1.0449853
600,1731501840000,1.0616,LONG,1.0748853,1.0549574
601,1731503640000,1.0496,SHORT,1.0372470,1.0557765
602,1731504180000,1.0721,LONG,1.0883298,1.0639851
603,1731510180000,1.0936,SHORT,1.0750962,1.1028519
604,1731512400000,1.0985,SHORT,1.0870580,1.1042210
605,1731516600000,1.128,LONG,1.1450569,1.1194715
606,1731519360000,1.1292,LONG,1.1405112,1.1235444
607,1731531360000,1.115,SHORT,1.1000058,1.1224971
608,1731533700000,1.1119,LONG,1.1328664,1.1014168
609,1731538980000,1.1147,SHORT,1.1056761,1.1192119
610,1731539760000,1.1313,LONG,1.1422646,1.1258177
611,1731546480000,1.1487,LONG,1.1622792,1.1419104
612,1731548220000,1.153,LONG,1.1704129,1.1442935
613,1731561000000,1.173,SHORT,1.1634523,1.1777738
614,1731564420000,1.1814,LONG,1.1923190,1.1759405
615,1731575220000,1.1723,LONG,1.1829026,1.1669987
616,1731577080000,1.1632,SHORT,1.1496579,1.1699710
617,1731581760000,1.159,SHORT,1.1422108,1.1673946
618,1731585240000,1.1569,LONG,1.1736526,1.1485237
619,1731587400000,1.1628,LONG,1.1758770,1.1562615
620,1731588360000,1.1462,SHORT,1.1347848,1.1519076
621,1731589680000,1.16,LONG,1.1716504,1.1541748
622,1731592500000,1.135,SHORT,1.1175583,1.1437208
623,1731593400000,1.1592,LONG,1.1776122,1.1499939
624,1731595080000,1.1438,SHORT,1.1197536,1.1558232
625,1731607860000,1.1083,LONG,1.1171883,1.1038558
626,1731609780000,1.0989,SHORT,1.0795173,1.1085914
627,1731615000000,1.092,SHORT,1.0794175,1.0982913
628,1731616680000,1.0914,SHORT,1.0807536,1.0967232
629,1731619440000,1.0958,LONG,1.1066412,1.0903794
630,1731622200000,1.0868,SHORT,1.0759065,1.0922468
631,1731625320000,1.0697,SHORT,1.0572936,1.0759032
632,1731630960000,1.0633,LONG,1.0745726,1.0576637
633,1731631740000,1.0445,SHORT,1.0330289,1.0502356
634,1731634800000,1.0395,LONG,1.0540971,1.0322014
